Filing_ID,Jurisdiction,Filing_Method,Submission_Date,Return_Complexity,Errors_Flag,Refund_Type,Backlog_Flag,Bank_Deposit_Method,Refund_Amount,Actual_Refund_Days,Return_Complexity_Score,Seasonal_Filing_Indicator,Filing_Day_Of_Week,Refund_Amount_Bucket,Error_Severity_Score
29995,NY,E-File,2025-01-07,High,No,Check,No,N/A,2677,9,3,0,Tuesday,Large,0
29996,CA,Paper,2025-01-09,Medium,Yes,Direct Deposit,No,N/A,1681,44,2,0,Thursday,Medium,1
29997,NJ,E-File,2025-02-07,Low,No,Check,No,N/A,2517,15,1,1,Friday,Large,0
29998,CA,E-File,2025-04-24,High,Yes,Check,Yes,N/A,3544,27,3,1,Thursday,Large,1
29999,NY,Paper,2025-04-05,High,Yes,Check,No,N/A,1862,38,3,1,Saturday,Medium,1
30000,Federal,Paper,2025-02-01,Medium,Yes,Check,No,N/A,763,37,2,1,Saturday,Small,1
30001,CA,Paper,2025-03-08,Medium,Yes,Check,Yes,N/A,4519,62,2,1,Saturday,Large,1
30002,NJ,Paper,2025-03-28,Medium,Yes,Direct Deposit,No,N/A,4882,51,2,1,Friday,Large,1
30003,NJ,E-File,2025-02-10,Low,Yes,Direct Deposit,Yes,N/A,3648,28,1,1,Monday,Large,1
30004,NJ,Paper,2025-03-10,Medium,No,Check,No,N/A,664,28,2,1,Monday,Small,0
30005,Federal,E-File,2025-01-25,Medium,Yes,Direct Deposit,Yes,Wire,981,28,2,0,Saturday,Small,1
30006,CA,Paper,2025-02-08,Medium,Yes,Direct Deposit,No,ACH,1226,57,2,1,Saturday,Medium,1
30007,NY,Paper,2025-01-10,Medium,No,Check,Yes,N/A,1113,47,2,0,Friday,Medium,0
30008,NY,Paper,2025-04-30,High,No,Direct Deposit,Yes,N/A,1977,45,3,1,Wednesday,Medium,0
30009,Federal,Paper,2025-04-28,Low,No,Direct Deposit,No,Wire,4016,43,1,1,Monday,Large,0
30010,NJ,Paper,2025-04-29,Medium,No,Check,Yes,N/A,1547,51,2,1,Tuesday,Medium,0
30011,NY,Paper,2025-01-08,Medium,No,Check,No,N/A,1726,42,2,0,Wednesday,Medium,0
30012,Federal,Paper,2025-04-08,Low,No,Direct Deposit,Yes,ACH,1920,39,1,1,Tuesday,Medium,0
30013,NJ,Paper,2025-03-27,Medium,No,Check,Yes,N/A,4343,51,2,1,Thursday,Large,0
30014,NY,Paper,2025-01-15,Low,Yes,Check,Yes,N/A,4210,48,1,0,Wednesday,Large,1
30015,NJ,E-File,2025-03-13,Low,Yes,Direct Deposit,Yes,N/A,3197,27,1,1,Thursday,Large,1
30016,NY,E-File,2025-01-03,Low,No,Direct Deposit,No,N/A,323,10,1,0,Friday,Small,0
30017,NY,E-File,2025-04-06,Medium,No,Check,No,N/A,3768,14,2,1,Sunday,Large,0
30018,Federal,Paper,2025-04-09,High,Yes,Check,No,N/A,4097,47,3,1,Wednesday,Large,1
30019,Federal,Paper,2025-02-06,Low,No,Direct Deposit,No,ACH,3155,25,1,1,Thursday,Large,0
30020,NJ,E-File,2025-02-27,High,No,Check,No,N/A,431,9,3,1,Thursday,Small,0
30021,CA,E-File,2025-03-17,Medium,Yes,Direct Deposit,No,N/A,3617,27,2,1,Monday,Large,1
30022,NY,Paper,2025-04-24,High,No,Direct Deposit,Yes,Wire,1165,38,3,1,Thursday,Medium,0
30023,NJ,Paper,2025-03-13,High,No,Check,Yes,N/A,1786,48,3,1,Thursday,Medium,0
30024,Federal,Paper,2025-02-12,Low,Yes,Check,No,N/A,1965,48,1,1,Wednesday,Medium,1
30025,Federal,E-File,2025-02-15,Low,Yes,Direct Deposit,Yes,Wire,1747,29,1,1,Saturday,Medium,1
30026,NJ,E-File,2025-02-26,Low,Yes,Direct Deposit,No,N/A,2767,18,1,1,Wednesday,Large,1
30027,Federal,E-File,2025-02-03,Low,No,Check,No,N/A,441,15,1,1,Monday,Small,0
30028,CA,E-File,2025-01-03,Low,No,Direct Deposit,No,Wire,2348,10,1,0,Friday,Medium,0
30029,NJ,E-File,2025-01-18,Medium,Yes,Check,No,N/A,3622,17,2,0,Saturday,Large,1
30030,CA,Paper,2025-04-23,Low,Yes,Check,No,N/A,3411,47,1,1,Wednesday,Large,1
30031,CA,E-File,2025-04-12,Low,No,Direct Deposit,No,ACH,2157,11,1,1,Saturday,Medium,0
30032,NJ,Paper,2025-04-08,Medium,No,Direct Deposit,No,N/A,2566,27,2,1,Tuesday,Large,0
30033,NJ,E-File,2025-02-09,Low,No,Direct Deposit,No,Wire,4264,15,1,1,Sunday,Large,0
30034,CA,Paper,2025-04-07,Medium,Yes,Direct Deposit,No,Wire,4199,38,2,1,Monday,Large,1
30035,CA,E-File,2025-03-19,Low,Yes,Direct Deposit,Yes,Wire,2557,34,1,1,Wednesday,Large,1
30036,NY,Paper,2025-03-15,Low,Yes,Direct Deposit,Yes,Wire,700,56,1,1,Saturday,Small,1
30037,NJ,E-File,2025-01-18,Medium,No,Check,Yes,N/A,4181,19,2,0,Saturday,Large,0
30038,Federal,Paper,2025-04-16,High,No,Direct Deposit,No,ACH,2721,41,3,1,Wednesday,Large,0
30039,CA,E-File,2025-03-12,Medium,No,Direct Deposit,Yes,Wire,4216,14,2,1,Wednesday,Large,0
30040,NY,Paper,2025-04-21,Low,No,Check,Yes,N/A,2764,42,1,1,Monday,Large,0
30041,NJ,E-File,2025-02-24,Medium,No,Check,Yes,N/A,308,20,2,1,Monday,Small,0
30042,CA,E-File,2025-04-23,High,No,Check,No,N/A,1533,8,3,1,Wednesday,Medium,0
30043,NJ,Paper,2025-01-15,Medium,Yes,Check,Yes,N/A,3081,65,2,0,Wednesday,Large,1
30044,NJ,Paper,2025-01-26,Medium,No,Check,No,N/A,997,36,2,0,Sunday,Small,0
30045,NJ,E-File,2025-03-30,Low,Yes,Direct Deposit,No,Wire,2222,17,1,1,Sunday,Medium,1
30046,NJ,E-File,2025-02-07,Medium,No,Check,Yes,N/A,2381,17,2,1,Friday,Medium,0
30047,Federal,E-File,2025-02-19,High,Yes,Direct Deposit,Yes,Wire,3388,26,3,1,Wednesday,Large,1
30048,NY,Paper,2025-01-17,Medium,No,Direct Deposit,Yes,Wire,915,43,2,0,Friday,Small,0
30049,NY,E-File,2025-02-03,High,Yes,Direct Deposit,Yes,ACH,3744,28,3,1,Monday,Large,1
30050,CA,E-File,2025-03-11,Medium,Yes,Direct Deposit,Yes,ACH,3589,28,2,1,Tuesday,Large,1
30051,NJ,Paper,2025-03-03,High,No,Check,Yes,N/A,1979,43,3,1,Monday,Medium,0
30052,CA,Paper,2025-04-26,Medium,Yes,Direct Deposit,No,N/A,4842,47,2,1,Saturday,Large,1
30053,Federal,E-File,2025-03-30,Low,Yes,Direct Deposit,No,ACH,931,26,1,1,Sunday,Small,1
30054,Federal,E-File,2025-02-04,Medium,No,Direct Deposit,No,ACH,2871,9,2,1,Tuesday,Large,0
30055,Federal,Paper,2025-03-05,Medium,Yes,Direct Deposit,Yes,Wire,2166,49,2,1,Wednesday,Medium,1
30056,CA,E-File,2025-02-20,Low,No,Direct Deposit,No,ACH,2427,14,1,1,Thursday,Medium,0
30057,CA,Paper,2025-04-26,Low,Yes,Check,Yes,N/A,2505,48,1,1,Saturday,Large,1
30058,CA,Paper,2025-02-05,High,No,Direct Deposit,Yes,ACH,4589,48,3,1,Wednesday,Large,0
30059,NJ,Paper,2025-03-04,High,No,Direct Deposit,Yes,Wire,4155,50,3,1,Tuesday,Large,0
30060,CA,E-File,2025-01-01,Medium,No,Check,No,N/A,953,15,2,0,Wednesday,Small,0
30061,CA,Paper,2025-02-19,High,No,Check,No,N/A,3087,28,3,1,Wednesday,Large,0
30062,NJ,Paper,2025-04-21,Low,No,Direct Deposit,No,ACH,3552,38,1,1,Monday,Large,0
30063,Federal,Paper,2025-03-26,Medium,Yes,Check,No,N/A,3767,57,2,1,Wednesday,Large,1
30064,NY,Paper,2025-02-01,Low,Yes,Check,Yes,N/A,1729,62,1,1,Saturday,Medium,1
30065,CA,Paper,2025-01-08,High,Yes,Check,Yes,N/A,349,52,3,0,Wednesday,Small,1
30066,NY,E-File,2025-02-19,Medium,No,Check,Yes,N/A,4740,15,2,1,Wednesday,Large,0
30067,NY,E-File,2025-01-08,High,No,Check,Yes,N/A,4112,18,3,0,Wednesday,Large,0
30068,Federal,E-File,2025-01-06,Low,No,Direct Deposit,Yes,Wire,3900,17,1,0,Monday,Large,0
30069,Federal,Paper,2025-04-21,High,Yes,Direct Deposit,No,ACH,3883,52,3,1,Monday,Large,1
30070,Federal,E-File,2025-01-31,High,No,Direct Deposit,No,ACH,2347,7,3,0,Friday,Medium,0
30071,CA,Paper,2025-03-11,Medium,Yes,Direct Deposit,Yes,ACH,2594,58,2,1,Tuesday,Large,1
30072,NJ,Paper,2025-03-11,Low,Yes,Check,No,N/A,2914,50,1,1,Tuesday,Large,1
30073,CA,E-File,2025-01-04,Low,Yes,Check,No,N/A,1557,28,1,0,Saturday,Medium,1
30074,NY,Paper,2025-01-21,High,Yes,Check,Yes,N/A,3668,56,3,0,Tuesday,Large,1
30075,Federal,Paper,2025-01-18,Low,Yes,Check,No,N/A,2870,41,1,0,Saturday,Large,1
30076,NY,E-File,2025-03-16,High,Yes,Direct Deposit,No,Wire,2886,24,3,1,Sunday,Large,1
30077,NJ,Paper,2025-02-24,Low,No,Check,Yes,N/A,1414,35,1,1,Monday,Medium,0
30078,CA,Paper,2025-02-07,Medium,Yes,Check,Yes,N/A,1741,59,2,1,Friday,Medium,1
30079,CA,Paper,2025-04-13,Medium,Yes,Direct Deposit,Yes,ACH,2725,44,2,1,Sunday,Large,1
30080,NJ,E-File,2025-03-03,Medium,Yes,Direct Deposit,Yes,Wire,490,24,2,1,Monday,Small,1
30081,NY,Paper,2025-02-13,Medium,Yes,Direct Deposit,Yes,N/A,1076,49,2,1,Thursday,Medium,1
30082,Federal,Paper,2025-01-11,Medium,Yes,Check,No,N/A,1412,47,2,0,Saturday,Medium,1
30083,NJ,Paper,2025-04-04,Medium,No,Check,Yes,N/A,3107,54,2,1,Friday,Large,0
30084,Federal,Paper,2025-02-25,High,No,Check,Yes,N/A,3239,39,3,1,Tuesday,Large,0
30085,Federal,E-File,2025-01-11,Low,Yes,Direct Deposit,No,Wire,4816,20,1,0,Saturday,Large,1
30086,NJ,E-File,2025-01-04,Medium,No,Check,Yes,N/A,342,18,2,0,Saturday,Small,0
30087,Federal,Paper,2025-02-16,High,No,Check,Yes,N/A,2484,42,3,1,Sunday,Medium,0
30088,Federal,Paper,2025-03-15,Medium,No,Direct Deposit,No,N/A,4737,30,2,1,Saturday,Large,0
30089,NY,E-File,2025-02-22,Low,Yes,Check,Yes,N/A,4728,33,1,1,Saturday,Large,1
30090,CA,Paper,2025-03-15,Low,No,Direct Deposit,Yes,Wire,4602,44,1,1,Saturday,Large,0
30091,Federal,E-File,2025-03-06,Medium,Yes,Check,Yes,N/A,4021,25,2,1,Thursday,Large,1
30092,NY,E-File,2025-02-15,Medium,No,Check,No,N/A,2517,10,2,1,Saturday,Large,0
30093,Federal,E-File,2025-04-05,High,Yes,Direct Deposit,No,Wire,3273,14,3,1,Saturday,Large,1
30094,Federal,Paper,2025-01-30,High,No,Direct Deposit,Yes,ACH,2955,43,3,0,Thursday,Large,0
30095,NY,E-File,2025-03-14,Low,No,Check,Yes,N/A,4524,20,1,1,Friday,Large,0
30096,CA,E-File,2025-03-26,Medium,Yes,Check,Yes,N/A,2026,25,2,1,Wednesday,Medium,1
30097,Federal,Paper,2025-01-21,High,No,Check,No,N/A,2682,42,3,0,Tuesday,Large,0
30098,NY,E-File,2025-01-09,High,No,Direct Deposit,Yes,N/A,3543,16,3,0,Thursday,Large,0
30099,CA,E-File,2025-04-03,Medium,Yes,Direct Deposit,No,Wire,4116,21,2,1,Thursday,Large,1
30100,CA,Paper,2025-01-20,High,No,Check,No,N/A,1620,32,3,0,Monday,Medium,0
30101,CA,Paper,2025-02-20,Medium,Yes,Direct Deposit,Yes,N/A,942,56,2,1,Thursday,Small,1
30102,NJ,Paper,2025-04-09,Medium,No,Direct Deposit,Yes,N/A,4079,48,2,1,Wednesday,Large,0
30103,Federal,Paper,2025-02-01,Low,Yes,Check,Yes,N/A,2465,56,1,1,Saturday,Medium,1
30104,CA,E-File,2025-03-30,High,No,Check,No,N/A,4805,10,3,1,Sunday,Large,0
30105,Federal,Paper,2025-01-04,High,Yes,Check,Yes,N/A,3888,41,3,0,Saturday,Large,1
30106,Federal,Paper,2025-01-18,High,Yes,Direct Deposit,No,N/A,2320,47,3,0,Saturday,Medium,1
30107,CA,E-File,2025-02-09,High,Yes,Check,Yes,N/A,1004,26,3,1,Sunday,Medium,1
30108,NJ,E-File,2025-04-25,High,Yes,Check,No,N/A,2685,20,3,1,Friday,Large,1
30109,CA,E-File,2025-01-01,Low,Yes,Direct Deposit,Yes,N/A,3101,33,1,0,Wednesday,Large,1
30110,Federal,E-File,2025-03-06,High,No,Direct Deposit,Yes,ACH,1676,16,3,1,Thursday,Medium,0
30111,NJ,E-File,2025-04-08,Low,No,Direct Deposit,Yes,N/A,4446,19,1,1,Tuesday,Large,0
30112,CA,Paper,2025-03-07,Low,Yes,Check,No,N/A,414,40,1,1,Friday,Small,1
30113,NJ,E-File,2025-01-22,Medium,Yes,Direct Deposit,No,ACH,2678,19,2,0,Wednesday,Large,1
30114,NY,Paper,2025-01-03,High,No,Direct Deposit,No,N/A,4762,31,3,0,Friday,Large,0
30115,NY,Paper,2025-02-22,High,Yes,Direct Deposit,No,N/A,1260,54,3,1,Saturday,Medium,1
30116,NJ,Paper,2025-04-08,High,No,Check,Yes,N/A,3203,32,3,1,Tuesday,Large,0
30117,Federal,Paper,2025-02-18,High,No,Check,Yes,N/A,3041,50,3,1,Tuesday,Large,0
30118,NY,E-File,2025-01-09,High,No,Check,No,N/A,3888,8,3,0,Thursday,Large,0
30119,NY,E-File,2025-01-22,Medium,Yes,Direct Deposit,No,Wire,4035,14,2,0,Wednesday,Large,1
30120,CA,E-File,2025-04-15,High,Yes,Direct Deposit,No,Wire,3767,23,3,1,Tuesday,Large,1
30121,NJ,Paper,2025-02-20,High,No,Direct Deposit,No,Wire,3301,39,3,1,Thursday,Large,0
30122,NJ,E-File,2025-02-02,Low,No,Direct Deposit,Yes,Wire,3406,19,1,1,Sunday,Large,0
30123,NJ,Paper,2025-01-21,High,Yes,Direct Deposit,Yes,N/A,1553,57,3,0,Tuesday,Medium,1
30124,Federal,E-File,2025-02-10,High,Yes,Direct Deposit,No,ACH,578,20,3,1,Monday,Small,1
30125,Federal,Paper,2025-02-13,Low,No,Direct Deposit,No,N/A,3779,40,1,1,Thursday,Large,0
30126,CA,Paper,2025-03-27,High,Yes,Check,Yes,N/A,3248,55,3,1,Thursday,Large,1
30127,NY,Paper,2025-03-15,Medium,No,Check,No,N/A,2367,35,2,1,Saturday,Medium,0
30128,NJ,Paper,2025-03-14,High,Yes,Direct Deposit,Yes,Wire,2753,52,3,1,Friday,Large,1
30129,CA,Paper,2025-03-14,Medium,Yes,Direct Deposit,No,Wire,1004,44,2,1,Friday,Medium,1
30130,NY,E-File,2025-02-13,Medium,Yes,Check,No,N/A,2506,30,2,1,Thursday,Large,1
30131,NY,Paper,2025-04-10,High,Yes,Check,Yes,N/A,2669,42,3,1,Thursday,Large,1
30132,NY,Paper,2025-01-07,High,No,Check,No,N/A,2889,28,3,0,Tuesday,Large,0
30133,NJ,Paper,2025-04-09,Medium,No,Check,Yes,N/A,1654,44,2,1,Wednesday,Medium,0
30134,NJ,E-File,2025-02-27,Medium,No,Direct Deposit,No,ACH,4337,13,2,1,Thursday,Large,0
30135,CA,Paper,2025-04-15,Low,Yes,Check,No,N/A,3536,56,1,1,Tuesday,Large,1
30136,Federal,Paper,2025-03-13,High,Yes,Direct Deposit,No,ACH,4928,51,3,1,Thursday,Large,1
30137,Federal,Paper,2025-03-06,Low,Yes,Check,Yes,N/A,4413,59,1,1,Thursday,Large,1
30138,CA,E-File,2025-01-11,Low,No,Direct Deposit,No,ACH,1219,7,1,0,Saturday,Medium,0
30139,NY,Paper,2025-03-03,High,Yes,Check,Yes,N/A,860,51,3,1,Monday,Small,1
30140,NJ,E-File,2025-02-09,Medium,No,Check,Yes,N/A,4940,19,2,1,Sunday,Large,0
30141,NY,Paper,2025-03-18,High,No,Check,No,N/A,3248,37,3,1,Tuesday,Large,0
30142,CA,E-File,2025-01-26,High,No,Direct Deposit,No,N/A,1539,9,3,0,Sunday,Medium,0
30143,Federal,Paper,2025-03-31,High,No,Direct Deposit,No,Wire,1483,36,3,1,Monday,Medium,0
30144,NY,Paper,2025-03-15,Low,No,Check,Yes,N/A,3787,51,1,1,Saturday,Large,0
30145,Federal,E-File,2025-04-19,Medium,Yes,Check,Yes,N/A,4897,32,2,1,Saturday,Large,1
30146,Federal,Paper,2025-03-07,Medium,No,Check,Yes,N/A,4675,32,2,1,Friday,Large,0
30147,Federal,E-File,2025-02-24,Low,No,Direct Deposit,No,ACH,1698,13,1,1,Monday,Medium,0
30148,NJ,E-File,2025-01-08,High,No,Direct Deposit,Yes,ACH,2825,22,3,0,Wednesday,Large,0
30149,NJ,Paper,2025-03-27,Low,Yes,Check,Yes,N/A,2882,47,1,1,Thursday,Large,1
30150,NJ,Paper,2025-01-24,Low,Yes,Check,No,N/A,687,51,1,0,Friday,Small,1
30151,NJ,Paper,2025-04-26,Low,Yes,Direct Deposit,No,Wire,4588,56,1,1,Saturday,Large,1
30152,NJ,E-File,2025-04-30,Medium,Yes,Direct Deposit,No,N/A,1852,20,2,1,Wednesday,Medium,1
30153,NJ,E-File,2025-02-14,Low,Yes,Check,Yes,N/A,2019,30,1,1,Friday,Medium,1
30154,NJ,Paper,2025-01-18,Low,No,Direct Deposit,No,N/A,847,32,1,0,Saturday,Small,0
30155,NY,Paper,2025-03-21,Medium,No,Direct Deposit,Yes,Wire,724,41,2,1,Friday,Small,0
30156,Federal,Paper,2025-04-22,Low,No,Check,Yes,N/A,1740,39,1,1,Tuesday,Medium,0
30157,CA,Paper,2025-02-09,High,Yes,Direct Deposit,No,N/A,3440,46,3,1,Sunday,Large,1
30158,CA,E-File,2025-01-06,Medium,No,Check,No,N/A,847,11,2,0,Monday,Small,0
30159,NJ,Paper,2025-01-15,High,No,Check,No,N/A,3685,39,3,0,Wednesday,Large,0
30160,Federal,E-File,2025-04-23,Medium,No,Direct Deposit,No,ACH,2385,13,2,1,Wednesday,Medium,0
30161,Federal,E-File,2025-03-31,High,Yes,Direct Deposit,No,N/A,3143,19,3,1,Monday,Large,1
30162,CA,E-File,2025-03-07,Medium,Yes,Direct Deposit,No,Wire,4501,17,2,1,Friday,Large,1
30163,NY,E-File,2025-02-21,High,No,Check,Yes,N/A,4415,20,3,1,Friday,Large,0
30164,Federal,E-File,2025-03-09,High,Yes,Direct Deposit,Yes,Wire,2314,25,3,1,Sunday,Medium,1
30165,NJ,Paper,2025-02-04,Medium,Yes,Check,Yes,N/A,412,57,2,1,Tuesday,Small,1
30166,CA,E-File,2025-03-24,High,No,Direct Deposit,No,Wire,3910,7,3,1,Monday,Large,0
30167,NJ,Paper,2025-03-10,Low,No,Check,No,N/A,4953,44,1,1,Monday,Large,0
30168,NJ,Paper,2025-04-04,Medium,Yes,Check,Yes,N/A,3884,60,2,1,Friday,Large,1
30169,Federal,Paper,2025-03-21,Medium,No,Direct Deposit,No,Wire,3507,26,2,1,Friday,Large,0
30170,NJ,Paper,2025-02-15,Medium,No,Direct Deposit,Yes,ACH,4537,52,2,1,Saturday,Large,0
30171,NY,E-File,2025-01-21,Medium,No,Check,Yes,N/A,3891,19,2,0,Tuesday,Large,0
30172,Federal,E-File,2025-03-13,Medium,Yes,Direct Deposit,No,Wire,3535,18,2,1,Thursday,Large,1
30173,CA,E-File,2025-03-14,Low,Yes,Direct Deposit,No,ACH,2844,26,1,1,Friday,Large,1
30174,CA,E-File,2025-04-30,Low,Yes,Direct Deposit,No,ACH,1326,20,1,1,Wednesday,Medium,1
30175,NY,Paper,2025-02-16,Medium,Yes,Check,No,N/A,4078,56,2,1,Sunday,Large,1
30176,NY,Paper,2025-02-03,High,Yes,Check,Yes,N/A,1101,57,3,1,Monday,Medium,1
30177,NJ,Paper,2025-02-22,Low,No,Check,Yes,N/A,3052,38,1,1,Saturday,Large,0
30178,CA,Paper,2025-04-17,Low,Yes,Direct Deposit,Yes,Wire,3051,40,1,1,Thursday,Large,1
30179,NY,Paper,2025-01-16,High,Yes,Direct Deposit,Yes,ACH,1764,55,3,0,Thursday,Medium,1
30180,CA,E-File,2025-04-28,High,Yes,Direct Deposit,No,N/A,1655,22,3,1,Monday,Medium,1
30181,CA,Paper,2025-04-30,Medium,Yes,Direct Deposit,No,ACH,3016,46,2,1,Wednesday,Large,1
30182,NY,E-File,2025-01-31,Low,Yes,Direct Deposit,No,N/A,2694,23,1,0,Friday,Large,1
30183,CA,Paper,2025-04-25,Low,Yes,Direct Deposit,No,N/A,2839,36,1,1,Friday,Large,1
30184,CA,Paper,2025-03-04,Low,Yes,Check,Yes,N/A,4424,44,1,1,Tuesday,Large,1
30185,NY,Paper,2025-01-13,Low,Yes,Direct Deposit,No,Wire,3088,31,1,0,Monday,Large,1
30186,Federal,E-File,2025-03-08,Medium,Yes,Direct Deposit,Yes,N/A,3289,26,2,1,Saturday,Large,1
30187,NY,E-File,2025-01-02,Low,Yes,Check,Yes,N/A,4871,23,1,0,Thursday,Large,1
30188,NJ,Paper,2025-02-18,Medium,Yes,Check,No,N/A,4857,35,2,1,Tuesday,Large,1
30189,Federal,Paper,2025-04-15,Medium,Yes,Check,Yes,N/A,3335,50,2,1,Tuesday,Large,1
30190,NY,Paper,2025-02-26,High,No,Check,Yes,N/A,3830,35,3,1,Wednesday,Large,0
30191,Federal,E-File,2025-04-20,Medium,No,Check,No,N/A,4339,10,2,1,Sunday,Large,0
30192,NJ,E-File,2025-04-28,Low,No,Direct Deposit,No,ACH,1634,8,1,1,Monday,Medium,0
30193,CA,Paper,2025-04-06,High,No,Direct Deposit,Yes,N/A,1089,51,3,1,Sunday,Medium,0
30194,NJ,Paper,2025-02-17,Medium,No,Check,No,N/A,4909,45,2,1,Monday,Large,0
30195,Federal,E-File,2025-02-01,Medium,No,Direct Deposit,Yes,Wire,1193,20,2,1,Saturday,Medium,0
30196,NY,Paper,2025-04-25,High,No,Check,No,N/A,2083,25,3,1,Friday,Medium,0
30197,NJ,Paper,2025-02-17,Medium,No,Direct Deposit,Yes,ACH,4491,41,2,1,Monday,Large,0
30198,NJ,E-File,2025-03-16,High,Yes,Direct Deposit,Yes,ACH,675,23,3,1,Sunday,Small,1
30199,NJ,E-File,2025-02-21,High,Yes,Direct Deposit,No,N/A,392,17,3,1,Friday,Small,1
30200,CA,Paper,2025-04-05,Low,Yes,Direct Deposit,Yes,Wire,3567,63,1,1,Saturday,Large,1
30201,NY,Paper,2025-02-25,Low,Yes,Direct Deposit,Yes,Wire,4790,48,1,1,Tuesday,Large,1
30202,Federal,Paper,2025-02-24,Medium,Yes,Direct Deposit,No,N/A,3155,41,2,1,Monday,Large,1
30203,NJ,Paper,2025-03-02,Low,No,Check,No,N/A,1460,43,1,1,Sunday,Medium,0
30204,Federal,E-File,2025-03-05,Medium,Yes,Check,Yes,N/A,3044,34,2,1,Wednesday,Large,1
30205,NY,Paper,2025-04-22,Medium,No,Check,No,N/A,2756,42,2,1,Tuesday,Large,0
30206,CA,Paper,2025-04-06,Medium,Yes,Check,Yes,N/A,3566,51,2,1,Sunday,Large,1
30207,NJ,E-File,2025-02-27,High,No,Check,Yes,N/A,411,20,3,1,Thursday,Small,0
30208,NY,Paper,2025-03-19,Medium,No,Check,Yes,N/A,4480,35,2,1,Wednesday,Large,0
30209,Federal,Paper,2025-01-24,Low,No,Check,No,N/A,4640,25,1,0,Friday,Large,0
30210,CA,E-File,2025-01-31,Low,No,Direct Deposit,No,N/A,4469,9,1,0,Friday,Large,0
30211,NJ,E-File,2025-01-25,Low,Yes,Check,No,N/A,1862,14,1,0,Saturday,Medium,1
30212,CA,Paper,2025-01-21,High,Yes,Direct Deposit,No,Wire,3168,44,3,0,Tuesday,Large,1
30213,CA,E-File,2025-03-30,Medium,Yes,Check,Yes,N/A,3176,30,2,1,Sunday,Large,1
30214,NY,Paper,2025-01-26,Medium,No,Direct Deposit,Yes,N/A,468,33,2,0,Sunday,Small,0
30215,NJ,Paper,2025-04-12,Low,Yes,Check,Yes,N/A,2521,62,1,1,Saturday,Large,1
30216,CA,Paper,2025-01-22,High,Yes,Direct Deposit,No,Wire,2316,51,3,0,Wednesday,Medium,1
30217,Federal,E-File,2025-01-23,Medium,No,Direct Deposit,No,Wire,899,9,2,0,Thursday,Small,0
30218,NJ,Paper,2025-04-15,Low,Yes,Check,No,N/A,1326,33,1,1,Tuesday,Medium,1
30219,NJ,Paper,2025-02-14,High,No,Direct Deposit,Yes,Wire,2231,48,3,1,Friday,Medium,0
30220,CA,Paper,2025-04-02,Low,No,Check,Yes,N/A,1021,47,1,1,Wednesday,Medium,0
30221,NJ,Paper,2025-01-27,High,No,Direct Deposit,No,Wire,1866,38,3,0,Monday,Medium,0
30222,CA,E-File,2025-01-05,High,Yes,Direct Deposit,No,N/A,1376,24,3,0,Sunday,Medium,1
30223,CA,Paper,2025-04-11,High,No,Direct Deposit,No,N/A,446,31,3,1,Friday,Small,0
30224,NY,Paper,2025-03-24,Medium,No,Direct Deposit,No,Wire,2840,26,2,1,Monday,Large,0
30225,CA,E-File,2025-02-14,Medium,No,Check,No,N/A,4187,13,2,1,Friday,Large,0
30226,CA,E-File,2025-04-25,High,Yes,Direct Deposit,No,N/A,4806,22,3,1,Friday,Large,1
30227,CA,E-File,2025-01-01,High,No,Check,Yes,N/A,1374,24,3,0,Wednesday,Medium,0
30228,Federal,Paper,2025-01-02,Medium,Yes,Check,No,N/A,1023,47,2,0,Thursday,Medium,1
30229,CA,E-File,2025-03-31,High,Yes,Direct Deposit,Yes,ACH,4858,29,3,1,Monday,Large,1
30230,Federal,Paper,2025-03-22,Medium,No,Check,No,N/A,3080,38,2,1,Saturday,Large,0
30231,Federal,E-File,2025-01-07,Medium,Yes,Direct Deposit,Yes,ACH,2598,30,2,0,Tuesday,Large,1
30232,NY,Paper,2025-02-20,Medium,No,Check,No,N/A,3721,26,2,1,Thursday,Large,0
30233,NY,E-File,2025-01-19,High,No,Check,No,N/A,1446,8,3,0,Sunday,Medium,0
30234,NY,Paper,2025-03-16,Low,No,Direct Deposit,Yes,N/A,3390,44,1,1,Sunday,Large,0
30235,NJ,E-File,2025-02-11,High,No,Direct Deposit,Yes,N/A,993,19,3,1,Tuesday,Small,0
30236,NJ,Paper,2025-02-15,High,No,Check,No,N/A,2636,33,3,1,Saturday,Large,0
30237,CA,E-File,2025-02-13,Low,No,Direct Deposit,Yes,N/A,1905,18,1,1,Thursday,Medium,0
30238,CA,E-File,2025-02-27,Low,Yes,Direct Deposit,No,ACH,1852,17,1,1,Thursday,Medium,1
30239,CA,E-File,2025-02-07,Low,Yes,Check,Yes,N/A,4087,37,1,1,Friday,Large,1
30240,NY,E-File,2025-04-20,Low,Yes,Direct Deposit,Yes,N/A,4237,34,1,1,Sunday,Large,1
30241,CA,E-File,2025-04-13,Low,No,Check,No,N/A,2547,14,1,1,Sunday,Large,0
30242,Federal,Paper,2025-02-14,High,Yes,Check,No,N/A,1010,40,3,1,Friday,Medium,1
30243,NY,E-File,2025-03-03,Low,Yes,Direct Deposit,Yes,ACH,2449,29,1,1,Monday,Medium,1
30244,NY,Paper,2025-03-22,Low,Yes,Check,Yes,N/A,4011,38,1,1,Saturday,Large,1
